"","names","Pos"
"89","ENSG00000131591",590
"90","ENSG00000131591",2122
"91","ENSG00000131591",2594
"92","ENSG00000162571",489
"93","ENSG00000162571",2074
"94","ENSG00000162571",2613
"95","ENSG00000162571",3626
"96","ENSG00000186891",162
"97","ENSG00000186891",202
"98","ENSG00000186891",222
"99","ENSG00000186891",1132
"100","ENSG00000186891",2704
"101","ENSG00000186891",2845
"102","ENSG00000186827",336
"103","ENSG00000186827",608
"104","ENSG00000186827",774
"105","ENSG00000186827",1118
"106","ENSG00000186827",1240
"107","ENSG00000186827",1263
"108","ENSG00000186827",1320
"109","ENSG00000186827",1442
"110","ENSG00000186827",1609
"111","ENSG00000186827",2713
"112","ENSG00000186827",3101
"113","ENSG00000186827",3255
"114","ENSG00000186827",3722
"115","ENSG00000078808",535
"116","ENSG00000078808",1955
"117","ENSG00000078808",2286
"118","ENSG00000078808",2446
"119","ENSG00000078808",2526
"120","ENSG00000078808",2652
"121","ENSG00000078808",2882
"122","ENSG00000078808",3314
"123","ENSG00000078808",3516
"124","ENSG00000078808",3699
"125","ENSG00000078808",3825
"126","ENSG00000078808",3918
"127","ENSG00000176022",813
"128","ENSG00000176022",839
"129","ENSG00000176022",865
"130","ENSG00000176022",892
"131","ENSG00000176022",919
"132","ENSG00000176022",1086
"133","ENSG00000176022",1209
"134","ENSG00000176022",1226
"135","ENSG00000176022",1748
"136","ENSG00000176022",2473
"137","ENSG00000176022",3046
"138","ENSG00000176022",3402
"139","ENSG00000176022",3847
"140","ENSG00000184163",784
"141","ENSG00000184163",793
"142","ENSG00000184163",2573
"143","ENSG00000184163",3143
"144","ENSG00000160087",316
"145","ENSG00000160087",1879
"146","ENSG00000160087",2634
"147","ENSG00000160087",3050
"148","ENSG00000160087",3544
"149","ENSG00000160087",3568
"150","ENSG00000160087",3698
"151","ENSG00000162572",1255
"152","ENSG00000162572",1833
"153","ENSG00000162572",2336
"154","ENSG00000162572",2872
"155","ENSG00000162572",3245
"156","ENSG00000162572",3888
"157","ENSG00000162572",3944
"158","ENSG00000131584",211
"159","ENSG00000131584",505
"160","ENSG00000131584",755
"161","ENSG00000131584",843
"162","ENSG00000131584",1169
"163","ENSG00000131584",1318
"164","ENSG00000131584",2591
"165","ENSG00000131584",3280
"166","ENSG00000131584",3715
"167","ENSG00000169972",296
"168","ENSG00000169972",555
"169","ENSG00000169972",992
"170","ENSG00000169972",1731
"171","ENSG00000169972",2096
"172","ENSG00000169972",2247
"173","ENSG00000169972",2292
"174","ENSG00000169972",2331
"175","ENSG00000169972",3813
"176","ENSG00000127054",680
"177","ENSG00000127054",1070
"178","ENSG00000127054",1081
"179","ENSG00000127054",1175
"180","ENSG00000127054",2481
"181","ENSG00000224051",896
"182","ENSG00000224051",2025
"183","ENSG00000224051",2934
"184","ENSG00000224051",3060
"185","ENSG00000224051",3094
"186","ENSG00000224051",3832
"187","ENSG00000169962",332
"188","ENSG00000169962",390
"189","ENSG00000169962",698
"190","ENSG00000169962",1044
"191","ENSG00000169962",1934
"192","ENSG00000169962",1947
"193","ENSG00000169962",2117
"194","ENSG00000169962",2185
"195","ENSG00000169962",2213
"196","ENSG00000169962",2224
"197","ENSG00000169962",2311
"198","ENSG00000169962",2326
"199","ENSG00000169962",2367
"200","ENSG00000169962",2382
"201","ENSG00000169962",2391
"202","ENSG00000169962",2451
"203","ENSG00000169962",2467
"204","ENSG00000169962",2513
"205","ENSG00000169962",2524
"206","ENSG00000169962",2535
"207","ENSG00000169962",2559
"208","ENSG00000169962",2660
"209","ENSG00000169962",2682
"210","ENSG00000169962",2734
"211","ENSG00000169962",2762
"212","ENSG00000169962",2810
"213","ENSG00000169962",2821
"214","ENSG00000169962",2834
"215","ENSG00000169962",2858
"216","ENSG00000169962",2939
"217","ENSG00000169962",3240
"218","ENSG00000107404",895
"219","ENSG00000107404",910
"220","ENSG00000162576",84
"221","ENSG00000162576",578
"222","ENSG00000162576",1327
"223","ENSG00000162576",1586
"224","ENSG00000162576",2185
"225","ENSG00000162576",3259
"226","ENSG00000175756",352
"227","ENSG00000175756",1018
"228","ENSG00000175756",1159
"229","ENSG00000175756",1385
"230","ENSG00000221978",1541
"231","ENSG00000221978",1988
"232","ENSG00000221978",2394
"233","ENSG00000221978",2680
"234","ENSG00000221978",3160
"235","ENSG00000221978",3686
"236","ENSG00000242485",359
"237","ENSG00000242485",797
"238","ENSG00000242485",1270
"239","ENSG00000242485",3468
"240","ENSG00000242485",3810
"241","ENSG00000235098",149
"242","ENSG00000235098",568
"243","ENSG00000235098",1309
"244","ENSG00000235098",1496
"245","ENSG00000235098",1840
"246","ENSG00000235098",2743
"247","ENSG00000235098",3194
"248","ENSG00000205116",246
"249","ENSG00000205116",1800
"250","ENSG00000205116",2454
"251","ENSG00000205116",2642
"252","ENSG00000205116",2781
"253","ENSG00000205116",2942
"254","ENSG00000205116",3906
"255","ENSG00000179403",56
"256","ENSG00000179403",1672
"257","ENSG00000179403",2056
"258","ENSG00000179403",2260
"259","ENSG00000179403",3322
"260","ENSG00000215915",613
"261","ENSG00000215915",1693
"262","ENSG00000215915",2346
"263","ENSG00000215915",2648
"264","ENSG00000215915",3359
"265","ENSG00000160072",181
"266","ENSG00000160072",459
"267","ENSG00000160072",554
"268","ENSG00000160072",671
"269","ENSG00000160072",3713
"270","ENSG00000160072",3953
"271","ENSG00000197785",175
"272","ENSG00000197785",617
"273","ENSG00000197785",898
"274","ENSG00000197785",993
"275","ENSG00000197785",1110
"276","ENSG00000197785",2308
"277","ENSG00000197785",3359
"278","ENSG00000197785",3834
"279","ENSG00000197785",3955
"280","ENSG00000205090",506
"281","ENSG00000205090",1167
"282","ENSG00000205090",1318
"283","ENSG00000205090",1576
"284","ENSG00000205090",2734
"285","ENSG00000205090",3472
"286","ENSG00000205090",3476
"287","ENSG00000160075",529
"288","ENSG00000160075",620
"289","ENSG00000160075",2293
"290","ENSG00000160075",3135
"291","ENSG00000160075",3548
"292","ENSG00000228594",554
"293","ENSG00000228594",1424
"294","ENSG00000228594",1432
"295","ENSG00000228594",3365
"296","ENSG00000228594",3584
"297","ENSG00000197530",305
"298","ENSG00000197530",439
"299","ENSG00000197530",600
"300","ENSG00000197530",1421
"301","ENSG00000197530",1891
"302","ENSG00000197530",2043
"303","ENSG00000197530",3236
"304","ENSG00000197530",3460
"305","ENSG00000197530",3770
"306","ENSG00000197530",3992
"307","ENSG00000189409",405
"308","ENSG00000189409",411
"309","ENSG00000189409",465
"310","ENSG00000189409",543
"311","ENSG00000189409",642
"312","ENSG00000189409",1121
"313","ENSG00000189409",1178
"314","ENSG00000189409",1368
"315","ENSG00000189409",2469
"316","ENSG00000248333",789
"317","ENSG00000248333",1141
"318","ENSG00000248333",2098
"319","ENSG00000248333",2678
"320","ENSG00000248333",3307
"321","ENSG00000189339",878
"322","ENSG00000189339",1174
"323","ENSG00000189339",1309
"324","ENSG00000189339",1848
"325","ENSG00000189339",2704
"326","ENSG00000189339",3014
"327","ENSG00000189339",3344
"328","ENSG00000189339",3686
"329","ENSG00000189339",3831
"330","ENSG00000008128",194
"331","ENSG00000008128",546
"332","ENSG00000008128",1995
"333","ENSG00000008128",2679
"334","ENSG00000008128",3308
"335","ENSG00000215790",588
"336","ENSG00000215790",1403
"337","ENSG00000215790",1918
"338","ENSG00000215790",2214
"339","ENSG00000215790",2349
"340","ENSG00000215790",3019
"341","ENSG00000215790",3349
"342","ENSG00000215790",3678
"343","ENSG00000215790",3827
"344","ENSG00000008130",1609
"345","ENSG00000008130",2009
"346","ENSG00000008130",2102
"347","ENSG00000008130",2372
"348","ENSG00000078369",1267
"349","ENSG00000078369",1696
"350","ENSG00000078369",2361
"351","ENSG00000078369",2417
"352","ENSG00000078369",2676
"353","ENSG00000078369",2722
"354","ENSG00000078369",3941
"355","ENSG00000078369",3947
"356","ENSG00000078369",3985
"357","ENSG00000078369",3989
"358","ENSG00000169885",2408
"359","ENSG00000169885",2614
"360","ENSG00000169885",2954
"361","ENSG00000169885",3577
"362","ENSG00000178821",2464
"363","ENSG00000178821",3553
"364","ENSG00000178821",3752
"365","ENSG00000178821",3830
"366","ENSG00000178821",3848
"367","ENSG00000178821",3925
"368","ENSG00000142609",1502
"369","ENSG00000142609",2190
"370","ENSG00000187730",336
"371","ENSG00000187730",1074
"372","ENSG00000187730",2126
"373","ENSG00000187730",2348
"374","ENSG00000187730",2571
"375","ENSG00000187730",2585
"376","ENSG00000187730",2900
"377","ENSG00000187730",3705
"378","ENSG00000187730",3829
"379","ENSG00000067606",2759
"380","ENSG00000067606",3015
"381","ENSG00000067606",3061
"382","ENSG00000162585",620
"383","ENSG00000162585",1043
"384","ENSG00000162585",2493
"385","ENSG00000162585",2618
"386","ENSG00000162585",3823
"387","ENSG00000162585",3916
"388","ENSG00000157933",131
"389","ENSG00000157933",260
"390","ENSG00000157933",724
"391","ENSG00000157933",1054
"392","ENSG00000157933",1674
"393","ENSG00000157933",2082
"394","ENSG00000157933",2327
"395","ENSG00000157933",2337
"396","ENSG00000157933",2705
"397","ENSG00000157933",2833
"398","ENSG00000157933",2838
"399","ENSG00000157933",3112
"400","ENSG00000157933",3315
"401","ENSG00000157933",3834
"402","ENSG00000116151",117
"403","ENSG00000116151",184
"404","ENSG00000116151",261
"405","ENSG00000116151",657
"406","ENSG00000116151",1968
"407","ENSG00000116151",2558
"408","ENSG00000116151",2640
"409","ENSG00000157916",115
"410","ENSG00000157916",582
"411","ENSG00000157916",874
"412","ENSG00000157916",1197
"413","ENSG00000157916",1395
"414","ENSG00000157916",1772
"415","ENSG00000157911",73
"416","ENSG00000157911",2665
"417","ENSG00000157911",3644
"418","ENSG00000157911",3732
"419","ENSG00000149527",403
"420","ENSG00000149527",3039
"421","ENSG00000149527",3043
"422","ENSG00000149527",3472
"423","ENSG00000157881",228
"424","ENSG00000157881",1780
"425","ENSG00000157881",1823
"426","ENSG00000157881",3137
"427","ENSG00000157881",3619
"428","ENSG00000157881",3686
"429","ENSG00000197921",651
"430","ENSG00000197921",689
"431","ENSG00000197921",1289
"432","ENSG00000197921",1568
"433","ENSG00000197921",1740
"434","ENSG00000197921",2111
"435","ENSG00000197921",2119
"436","ENSG00000197921",3120
"437","ENSG00000197921",3310
"438","ENSG00000197921",3845
"439","ENSG00000157873",841
"440","ENSG00000157873",887
"441","ENSG00000157873",1299
"442","ENSG00000157873",1329
"443","ENSG00000157873",1689
"444","ENSG00000157873",2441
"445","ENSG00000157873",3259
"446","ENSG00000157873",3482
"447","ENSG00000157870",673
"448","ENSG00000157870",1844
"449","ENSG00000157870",3618
"450","ENSG00000142606",2979
"451","ENSG00000142606",3148
"452","ENSG00000215912",435
"453","ENSG00000215912",1127
"454","ENSG00000215912",1419
"455","ENSG00000215912",1894
"456","ENSG00000215912",2440
"457","ENSG00000169717",450
"458","ENSG00000169717",2721
"459","ENSG00000169717",2771
"460","ENSG00000169717",2859
"461","ENSG00000169717",3199
"462","ENSG00000142611",801
"463","ENSG00000142611",2523
"464","ENSG00000142611",3169
"465","ENSG00000142611",3571
"466","ENSG00000130762",1503
"467","ENSG00000130762",3984
"468","ENSG00000162591",1422
"469","ENSG00000162591",3955
"470","ENSG00000158109",1343
"471","ENSG00000158109",2098
"472","ENSG00000158109",2462
"473","ENSG00000158109",2903
"474","ENSG00000158109",3516
"475","ENSG00000158109",3805
"476","ENSG00000116213",628
"477","ENSG00000116213",845
"478","ENSG00000116213",1364
"479","ENSG00000116213",1636
"480","ENSG00000116213",1865
"481","ENSG00000116213",2852
"482","ENSG00000116213",3288
"483","ENSG00000116213",3425
"484","ENSG00000078900",1923
"485","ENSG00000078900",2210
"486","ENSG00000078900",2356
"487","ENSG00000078900",2874
"488","ENSG00000078900",3016
"489","ENSG00000078900",3283
"490","ENSG00000078900",3725
"491","ENSG00000162592",542
"492","ENSG00000162592",678
"493","ENSG00000162592",940
"494","ENSG00000162592",1574
"495","ENSG00000162592",1633
"496","ENSG00000162592",1918
"497","ENSG00000162592",2961
"498","ENSG00000162592",3585
"499","ENSG00000235169",334
"500","ENSG00000235169",683
"501","ENSG00000235169",3375
"502","ENSG00000235169",3384
"503","ENSG00000235169",3956
"504","ENSG00000130764",516
"505","ENSG00000130764",2497
"506","ENSG00000130764",3637
"507","ENSG00000130764",3740
"508","ENSG00000116198",830
"509","ENSG00000116198",1311
"510","ENSG00000116198",2924
"511","ENSG00000116198",3202
"512","ENSG00000169598",1007
"513","ENSG00000169598",1262
"514","ENSG00000169598",1665
"515","ENSG00000169598",1884
"516","ENSG00000169598",1975
"517","ENSG00000169598",2181
"518","ENSG00000169598",3746
"519","ENSG00000169598",3962
"520","ENSG00000198912",470
"521","ENSG00000198912",1464
"522","ENSG00000198912",2306
"523","ENSG00000198912",2819
"524","ENSG00000198912",2837
"525","ENSG00000198912",2890
"526","ENSG00000198912",2926
"527","ENSG00000198912",2944
"528","ENSG00000198912",3111
"529","ENSG00000198912",3804
"530","ENSG00000196581",627
"531","ENSG00000196581",657
"532","ENSG00000196581",1007
"533","ENSG00000196581",3379
"534","ENSG00000196581",3530
"535","ENSG00000196581",3809
"536","ENSG00000131697",1384
"537","ENSG00000131697",3127
"538","ENSG00000069424",379
"539","ENSG00000069424",537
"540","ENSG00000069424",2365
"541","ENSG00000116254",1030
"542","ENSG00000116254",2427
"543","ENSG00000116254",2845
"544","ENSG00000116254",3220
"545","ENSG00000116254",3369
"546","ENSG00000116251",130
"547","ENSG00000116251",253
"548","ENSG00000116251",816
"549","ENSG00000116251",1008
"550","ENSG00000116251",1183
"551","ENSG00000116251",1378
"552","ENSG00000116251",1429
"553","ENSG00000116251",2270
"554","ENSG00000116251",2304
"555","ENSG00000116251",2487
"556","ENSG00000116251",3870
"557","ENSG00000116251",3949
"558","ENSG00000116251",3988
"559","ENSG00000158286",1430
"560","ENSG00000158286",2697
"561","ENSG00000158286",3235
"562","ENSG00000158286",3705
"563","ENSG00000116237",657
"564","ENSG00000116237",3089
"565","ENSG00000116237",3549
"566","ENSG00000116237",3684
"567","ENSG00000173673",1180
"568","ENSG00000173673",1784
"569","ENSG00000173673",2391
"570","ENSG00000173673",2536
"571","ENSG00000173673",3087
"572","ENSG00000158292",148
"573","ENSG00000158292",708
"574","ENSG00000158292",1145
"575","ENSG00000158292",1251
"576","ENSG00000158292",1366
"577","ENSG00000158292",1393
"578","ENSG00000158292",1423
"579","ENSG00000158292",3350
"580","ENSG00000097021",362
"581","ENSG00000097021",2345
"582","ENSG00000097021",3347
"583","ENSG00000097021",3506
"584","ENSG00000097021",3640
"585","ENSG00000097021",3696
"586","ENSG00000069812",176
"587","ENSG00000069812",956
"588","ENSG00000069812",2111
"589","ENSG00000069812",2722
"590","ENSG00000069812",3588
"591","ENSG00000069812",3648
"592","ENSG00000069812",3722
"593","ENSG00000069812",3772
"594","ENSG00000187017",1351
"595","ENSG00000187017",1797
"596","ENSG00000187017",1853
"597","ENSG00000187017",3549
"598","ENSG00000187017",3832
"599","ENSG00000215788",972
"600","ENSG00000215788",2695
"601","ENSG00000215788",3858
"602","ENSG00000171680",1437
"603","ENSG00000171680",1977
"604","ENSG00000171680",3733
"605","ENSG00000162408",1786
"606","ENSG00000162408",2562
"607","ENSG00000173662",770
"608","ENSG00000173662",1124
"609","ENSG00000173662",1386
"610","ENSG00000173662",1463
"611","ENSG00000173662",1568
"612","ENSG00000173662",1691
"613","ENSG00000173662",1775
"614","ENSG00000173662",3929
"615","ENSG00000204859",923
"616","ENSG00000204859",1404
"617","ENSG00000204859",1695
"618","ENSG00000204859",2066
"619","ENSG00000204859",2495
"620","ENSG00000204859",2744
"621","ENSG00000204859",2946
"622","ENSG00000204859",3496
"623","ENSG00000204859",3693
"624","ENSG00000162413",660
"625","ENSG00000162413",1363
"626","ENSG00000162413",2421
"627","ENSG00000162413",2429
"628","ENSG00000162413",2477
"629","ENSG00000162413",3100
"630","ENSG00000116273",322
"631","ENSG00000116273",453
"632","ENSG00000116273",1466
"633","ENSG00000116273",1885
"634","ENSG00000041988",26
"635","ENSG00000041988",798
"636","ENSG00000041988",1019
"637","ENSG00000041988",1187
"638","ENSG00000041988",2602
"639","ENSG00000041988",2726
"640","ENSG00000041988",3686
"641","ENSG00000007923",592
"642","ENSG00000007923",1916
"643","ENSG00000007923",2296
"644","ENSG00000007923",3630
"645","ENSG00000007923",3872
"646","ENSG00000007923",3910
"647","ENSG00000171735",260
"648","ENSG00000171735",1303
"649","ENSG00000171735",1984
"650","ENSG00000171735",3063
"651","ENSG00000171735",3274
"652","ENSG00000171735",3664
"653","ENSG00000049245",1602
"654","ENSG00000049245",2441
"655","ENSG00000049246",64
"656","ENSG00000049246",3549
"657","ENSG00000049246",3603
"658","ENSG00000049247",1656
"659","ENSG00000049247",2190
"660","ENSG00000049247",3297
"661","ENSG00000049247",3428
"662","ENSG00000049247",3904
"663","ENSG00000116288",2110
"664","ENSG00000116285",361
"665","ENSG00000162426",864
"666","ENSG00000162426",907
"667","ENSG00000162426",1834
"668","ENSG00000162426",3114
"669","ENSG00000162426",3313
"670","ENSG00000142599",1759
"671","ENSG00000074800",307
"672","ENSG00000074800",1908
"673","ENSG00000074800",2126
"674","ENSG00000074800",2218
"675","ENSG00000074800",3769
"676","ENSG00000074800",3967
"677","ENSG00000131686",317
"678","ENSG00000131686",3808
"679","ENSG00000197241",3349
"680","ENSG00000197241",3475
"681","ENSG00000197241",3818
"682","ENSG00000142583",1012
"683","ENSG00000142583",3388
"684","ENSG00000142583",3957
"685","ENSG00000180758",1127
"686","ENSG00000180758",2527
"687","ENSG00000180758",2535
"688","ENSG00000180758",2764
"689","ENSG00000180758",3417
"690","ENSG00000180758",3486
"691","ENSG00000180758",3499
"692","ENSG00000180758",3554
"693","ENSG00000180758",3649
"694","ENSG00000180758",3667
"695","ENSG00000180758",3723
"696","ENSG00000180758",3780
"697","ENSG00000180758",3813
"698","ENSG00000180758",3923
"699","ENSG00000180758",3968
"700","ENSG00000049239",1994
"701","ENSG00000049239",2939
"702","ENSG00000049239",3576
"703","ENSG00000049239",3585
"704","ENSG00000049239",3919
"705","ENSG00000171621",1811
"706","ENSG00000171621",1950
"707","ENSG00000171621",2819
"708","ENSG00000171612",533
"709","ENSG00000171612",1424
"710","ENSG00000171612",3526
"711","ENSG00000171612",3959
"712","ENSG00000188807",458
"713","ENSG00000188807",465
"714","ENSG00000188807",511
"715","ENSG00000188807",2539
"716","ENSG00000188807",3307
"717","ENSG00000171608",2760
"718","ENSG00000171608",3702
"719","ENSG00000171603",204
"720","ENSG00000178585",839
"721","ENSG00000162441",3414
"722","ENSG00000173614",1030
"723","ENSG00000173614",1169
"724","ENSG00000173614",2348
"725","ENSG00000173614",2768
"726","ENSG00000162444",715
"727","ENSG00000162444",1049
"728","ENSG00000162444",1186
"729","ENSG00000162444",2965
"730","ENSG00000162444",3021
"731","ENSG00000130939",1170
"732","ENSG00000130939",1439
"733","ENSG00000130939",2134
"734","ENSG00000130939",2524
"735","ENSG00000130939",3335
"736","ENSG00000054523",760
"737","ENSG00000054523",949
"738","ENSG00000054523",1215
"739","ENSG00000054523",1696
"740","ENSG00000054523",2274
"741","ENSG00000054523",2605
"742","ENSG00000054523",3175
"743","ENSG00000054523",3931
"744","ENSG00000142657",1327
"745","ENSG00000142657",1540
"746","ENSG00000142657",1548
"747","ENSG00000142657",2540
"748","ENSG00000142657",3487
"749","ENSG00000251503",1778
"750","ENSG00000175279",1437
"751","ENSG00000175279",3757
"752","ENSG00000241563",1730
"753","ENSG00000241563",2121
"754","ENSG00000241563",3172
"755","ENSG00000241563",3366
"756","ENSG00000241563",3556
"757","ENSG00000160049",334
"758","ENSG00000160049",2997
"759","ENSG00000160049",3735
"760","ENSG00000160049",3896
"761","ENSG00000160049",3930
"762","ENSG00000160049",3945
"763","ENSG00000142655",1211
"764","ENSG00000142655",1377
"765","ENSG00000142655",1421
"766","ENSG00000142655",1579
"767","ENSG00000142655",2635
"768","ENSG00000130940",742
"769","ENSG00000130940",1347
"770","ENSG00000175262",27
"771","ENSG00000175262",326
"772","ENSG00000175262",622
"773","ENSG00000175262",1216
"774","ENSG00000175262",1586
"775","ENSG00000175262",2056
"776","ENSG00000175262",2926
"777","ENSG00000175262",3118
"778","ENSG00000175262",3640
"779","ENSG00000120948",458
"780","ENSG00000120948",514
"781","ENSG00000120948",939
"782","ENSG00000120948",2483
"783","ENSG00000120948",2559
"784","ENSG00000120948",2671
"785","ENSG00000277726",140
"786","ENSG00000277726",196
"787","ENSG00000277726",621
"788","ENSG00000277726",2165
"789","ENSG00000277726",2241
"790","ENSG00000277726",2353
"791","ENSG00000277726",3756
"792","ENSG00000009724",270
"793","ENSG00000009724",1736
"794","ENSG00000009724",2766
"795","ENSG00000116649",330
"796","ENSG00000116649",962
"797","ENSG00000116649",1532
"798","ENSG00000116649",1546
"799","ENSG00000116649",2345
"800","ENSG00000116649",3026
"801","ENSG00000116649",3103
"802","ENSG00000116649",3242
"803","ENSG00000116649",3809
"804","ENSG00000171824",1304
"805","ENSG00000171824",1675
"806","ENSG00000171824",2862
"807","ENSG00000171824",3783
"808","ENSG00000171824",3981
"809","ENSG00000198793",2932
"810","ENSG00000198793",3148
"811","ENSG00000198793",3298
"812","ENSG00000198793",3809
"813","ENSG00000171819",658
"814","ENSG00000171819",1897
"815","ENSG00000120942",1324
"816","ENSG00000120942",1827
"817","ENSG00000120942",2190
"818","ENSG00000120942",2870
"819","ENSG00000120942",3254
"820","ENSG00000120942",3367
"821","ENSG00000204624",3805
"822","ENSG00000116661",982
"823","ENSG00000116661",3044
"824","ENSG00000116661",3166
"825","ENSG00000116661",3889
"826","ENSG00000116661",3893
"827","ENSG00000132879",3786
"828","ENSG00000132879",3822
"829","ENSG00000116663",722
"830","ENSG00000116663",1068
"831","ENSG00000116663",1377
"832","ENSG00000116663",2560
"833","ENSG00000116663",3113
"834","ENSG00000116670",191
"835","ENSG00000116670",1083
"836","ENSG00000116670",1438
"837","ENSG00000116670",2934
"838","ENSG00000116670",3523
"839","ENSG00000116670",3890
"840","ENSG00000162490",546
"841","ENSG00000162490",2263
"842","ENSG00000162490",3175
"843","ENSG00000162490",3194
"844","ENSG00000177674",165
"845","ENSG00000177674",2041
"846","ENSG00000177674",2979
"847","ENSG00000177674",3965
"848","ENSG00000177674",3989
"849","ENSG00000215910",106
"850","ENSG00000215910",465
"851","ENSG00000215910",1338
"852","ENSG00000215910",2023
"853","ENSG00000215910",3767
"854","ENSG00000177000",116
"855","ENSG00000177000",906
"856","ENSG00000177000",1170
"857","ENSG00000177000",3523
"858","ENSG00000011021",347
"859","ENSG00000011021",354
"860","ENSG00000011021",1443
"861","ENSG00000175206",922
"862","ENSG00000175206",1302
"863","ENSG00000175206",1584
"864","ENSG00000175206",2666
"865","ENSG00000175206",3304
"866","ENSG00000120937",2830
"867","ENSG00000120937",3036
"868","ENSG00000120937",3112
"869","ENSG00000120937",3523
"870","ENSG00000116685",428
"871","ENSG00000116685",437
"872","ENSG00000116685",2498
"873","ENSG00000116685",3053
"874","ENSG00000116685",3189
"875","ENSG00000116685",3401
"876","ENSG00000116685",3626
"877","ENSG00000116685",3750
"878","ENSG00000083444",341
"879","ENSG00000083444",637
"880","ENSG00000116688",92
"881","ENSG00000116688",1135
"882","ENSG00000116688",1919
"883","ENSG00000116688",2404
"884","ENSG00000116688",3450
"885","ENSG00000116691",2358
"886","ENSG00000116691",2669
"887","ENSG00000116691",2964
"888","ENSG00000116691",3232
"889","ENSG00000120949",870
"890","ENSG00000120949",1187
"891","ENSG00000120949",3942
"892","ENSG00000028137",1275
"893","ENSG00000028137",2509
"894","ENSG00000028137",3083
"895","ENSG00000028137",3373
"896","ENSG00000028137",3901
"897","ENSG00000028137",3912
"898","ENSG00000048707",72
"899","ENSG00000048707",575
"900","ENSG00000048707",957
"901","ENSG00000162496",862
"902","ENSG00000162496",1042
"903","ENSG00000162496",1220
"904","ENSG00000162496",2501
"905","ENSG00000162496",2975
"906","ENSG00000162496",3207
"907","ENSG00000162496",3985
"908","ENSG00000204518",2080
"909","ENSG00000204518",2127
"910","ENSG00000204518",2183
"911","ENSG00000204518",3298
"912","ENSG00000204518",3567
"913","ENSG00000188984",177
"914","ENSG00000188984",2016
"915","ENSG00000188984",2569
"916","ENSG00000188984",2697
"917","ENSG00000157330",437
"918","ENSG00000157330",2202
"919","ENSG00000157330",2438
"920","ENSG00000157330",2733
"921","ENSG00000157330",2789
"922","ENSG00000157330",3585
"923","ENSG00000116726",1222
"924","ENSG00000116721",1566
"925","ENSG00000239810",1027
"926","ENSG00000239810",3908
"927","ENSG00000179172",256
"928","ENSG00000179172",338
"929","ENSG00000179172",3894
"930","ENSG00000120952",942
"931","ENSG00000120952",1548
"932","ENSG00000120952",2327
"933","ENSG00000120952",2477
"934","ENSG00000243073",3908
"935","ENSG00000243073",3918
"936","ENSG00000187545",3908
"937","ENSG00000204510",1591
"938","ENSG00000204510",2511
"939","ENSG00000232423",3927
"940","ENSG00000274764",1449
"941","ENSG00000274764",3931
"942","ENSG00000274764",3941
"943","ENSG00000277058",521
"944","ENSG00000277058",3027
"945","ENSG00000277058",3925
